,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,LAF,11/06/2018,1,Day Community Center,903,United States Senator, ,120000,Rick Scott,REP,"468
"
1,LAF,11/06/2018,1,Day Community Center,903,United States Senator, ,120000,Bill Nelson,DEM,"112
"
2,LAF,11/06/2018,1,Day Community Center,903,United States Senator, ,120000,WriteinVotes, ,"1
"
3,LAF,11/06/2018,1,Day Community Center,903,United States Senator, ,120000,OverVotes, ,"0
"
4,LAF,11/06/2018,1,Day Community Center,903,United States Senator, ,120000,UnderVotes, ,"3
"
5,LAF,11/06/2018,1,Day Community Center,903,Representative in Congress, District 2,140020,Neal Dunn,REP,"508
"
6,LAF,11/06/2018,1,Day Community Center,903,Representative in Congress, District 2,140020,Bob Rackleff,DEM,"62
"
7,LAF,11/06/2018,1,Day Community Center,903,Representative in Congress, District 2,140020,OverVotes, ,"0
"
8,LAF,11/06/2018,1,Day Community Center,903,Representative in Congress, District 2,140020,UnderVotes, ,"14
"
9,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,DeSantis / Nu̱ez,REP,"506
"
10,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,Gillum / King,DEM,"64
"
11,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,Richardson / Argenziano,REF,"2
"
12,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,Gibson / Wilds,NPA,"0
"
13,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,Foley / Tutton,NPA,"0
"
14,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,Stanley / McJury,NPA,"6
"
15,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,WriteinVotes, ,"0
"
16,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,OverVotes, ,"1
"
17,LAF,11/06/2018,1,Day Community Center,903,Governor, ,160000,UnderVotes, ,"5
"
18,LAF,11/06/2018,1,Day Community Center,903,Attorney General, ,160200,Ashley Moody,REP,"509
"
19,LAF,11/06/2018,1,Day Community Center,903,Attorney General, ,160200,Sean Shaw,DEM,"56
"
20,LAF,11/06/2018,1,Day Community Center,903,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"7
"
21,LAF,11/06/2018,1,Day Community Center,903,Attorney General, ,160200,OverVotes, ,"0
"
22,LAF,11/06/2018,1,Day Community Center,903,Attorney General, ,160200,UnderVotes, ,"12
"
23,LAF,11/06/2018,1,Day Community Center,903,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"497
"
24,LAF,11/06/2018,1,Day Community Center,903,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"68
"
25,LAF,11/06/2018,1,Day Community Center,903,Chief Financial Officer, ,160500,WriteinVotes, ,"0
"
26,LAF,11/06/2018,1,Day Community Center,903,Chief Financial Officer, ,160500,OverVotes, ,"0
"
27,LAF,11/06/2018,1,Day Community Center,903,Chief Financial Officer, ,160500,UnderVotes, ,"19
"
28,LAF,11/06/2018,1,Day Community Center,903,Commissioner of Agriculture, ,160800,Matt Caldwell,REP,"506
"
29,LAF,11/06/2018,1,Day Community Center,903,Commissioner of Agriculture, ,160800,"Nicole ""Nikki"" Fried",DEM,"65
"
30,LAF,11/06/2018,1,Day Community Center,903,Commissioner of Agriculture, ,160800,OverVotes, ,"1
"
31,LAF,11/06/2018,1,Day Community Center,903,Commissioner of Agriculture, ,160800,UnderVotes, ,"12
"
32,LAF,11/06/2018,1,Day Community Center,903,County Commissioner, District 2,380020,Henry McCray,REP,"279
"
33,LAF,11/06/2018,1,Day Community Center,903,County Commissioner, District 2,380020,Kevin Barrington,DEM,"216
"
34,LAF,11/06/2018,1,Day Community Center,903,County Commissioner, District 2,380020,James Bradley Knight,NPA,"80
"
35,LAF,11/06/2018,1,Day Community Center,903,County Commissioner, District 2,380020,OverVotes, ,"1
"
36,LAF,11/06/2018,1,Day Community Center,903,County Commissioner, District 2,380020,UnderVotes, ,"8
"
37,LAF,11/06/2018,1,Day Community Center,903,Retention of Alan Lawson,Justice of the Supreme Court,500001,Yes,NOP,"326
"
38,LAF,11/06/2018,1,Day Community Center,903,Retention of Alan Lawson,Justice of the Supreme Court,500001,No,NOP,"210
"
