,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,GIL,11/06/2018,1A,1A Trenton Center ,1057,United States Senator, ,120000,Rick Scott,REP,"509
"
1,GIL,11/06/2018,1A,1A Trenton Center ,1057,United States Senator, ,120000,Bill Nelson,DEM,"138
"
2,GIL,11/06/2018,1A,1A Trenton Center ,1057,United States Senator, ,120000,WriteinVotes, ,"2
"
3,GIL,11/06/2018,1A,1A Trenton Center ,1057,United States Senator, ,120000,OverVotes, ,"0
"
4,GIL,11/06/2018,1A,1A Trenton Center ,1057,United States Senator, ,120000,UnderVotes, ,"3
"
5,GIL,11/06/2018,1A,1A Trenton Center ,1057,Representative in Congress, District 2,140020,Neal Dunn,REP,"537
"
6,GIL,11/06/2018,1A,1A Trenton Center ,1057,Representative in Congress, District 2,140020,Bob Rackleff,DEM,"108
"
7,GIL,11/06/2018,1A,1A Trenton Center ,1057,Representative in Congress, District 2,140020,OverVotes, ,"1
"
8,GIL,11/06/2018,1A,1A Trenton Center ,1057,Representative in Congress, District 2,140020,UnderVotes, ,"6
"
9,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,DeSantis / Nu̱ez,REP,"526
"
10,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,Gillum / King,DEM,"109
"
11,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,Richardson / Argenziano,REF,"5
"
12,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,Gibson / Wilds,NPA,"3
"
13,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,Foley / Tutton,NPA,"2
"
14,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,Stanley / McJury,NPA,"1
"
15,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,WriteinVotes, ,"2
"
16,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,OverVotes, ,"0
"
17,GIL,11/06/2018,1A,1A Trenton Center ,1057,Governor, ,160000,UnderVotes, ,"4
"
18,GIL,11/06/2018,1A,1A Trenton Center ,1057,Attorney General, ,160200,Ashley Moody,REP,"540
"
19,GIL,11/06/2018,1A,1A Trenton Center ,1057,Attorney General, ,160200,Sean Shaw,DEM,"98
"
20,GIL,11/06/2018,1A,1A Trenton Center ,1057,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"10
"
21,GIL,11/06/2018,1A,1A Trenton Center ,1057,Attorney General, ,160200,OverVotes, ,"0
"
22,GIL,11/06/2018,1A,1A Trenton Center ,1057,Attorney General, ,160200,UnderVotes, ,"4
"
23,GIL,11/06/2018,1A,1A Trenton Center ,1057,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"518
"
