,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,UNI,11/06/2018,1A & 1B,1A & 1B,1169,United States Senator, ,120000,Rick Scott,REP,"608
"
1,UNI,11/06/2018,1A & 1B,1A & 1B,1169,United States Senator, ,120000,Bill Nelson,DEM,"213
"
2,UNI,11/06/2018,1A & 1B,1A & 1B,1169,United States Senator, ,120000,WriteinVotes, ,"4
"
3,UNI,11/06/2018,1A & 1B,1A & 1B,1169,United States Senator, ,120000,OverVotes, ,"0
"
4,UNI,11/06/2018,1A & 1B,1A & 1B,1169,United States Senator, ,120000,UnderVotes, ,"8
"
5,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Representative in Congress, District 3,140030,Ted Yoho,REP,"672
"
6,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Representative in Congress, District 3,140030,Yvonne Hayes Hinson,DEM,"156
"
7,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Representative in Congress, District 3,140030,OverVotes, ,"0
"
8,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Representative in Congress, District 3,140030,UnderVotes, ,"5
"
9,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,DeSantis / Nu̱ez,REP,"654
"
10,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,Gillum / King,DEM,"169
"
11,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,Richardson / Argenziano,REF,"1
"
12,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,Gibson / Wilds,NPA,"0
"
13,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,Foley / Tutton,NPA,"2
"
14,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,Stanley / McJury,NPA,"4
"
15,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,WriteinVotes, ,"0
"
16,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,OverVotes, ,"2
"
17,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Governor, ,160000,UnderVotes, ,"1
"
18,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Attorney General, ,160200,Ashley Moody,REP,"650
"
19,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Attorney General, ,160200,Sean Shaw,DEM,"162
"
20,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"13
"
21,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Attorney General, ,160200,OverVotes, ,"1
"
22,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Attorney General, ,160200,UnderVotes, ,"7
"
23,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"658
"
24,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"164
"
25,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Chief Financial Officer, ,160500,WriteinVotes, ,"1
"
26,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Chief Financial Officer, ,160500,OverVotes, ,"0
"
27,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Chief Financial Officer, ,160500,UnderVotes, ,"10
"
28,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Commissioner of Agriculture, ,160800,Matt Caldwell,REP,"664
"
29,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Commissioner of Agriculture, ,160800,"Nicole ""Nikki"" Fried",DEM,"165
"
30,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Commissioner of Agriculture, ,160800,OverVotes, ,"0
"
31,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Commissioner of Agriculture, ,160800,UnderVotes, ,"4
"
32,UNI,11/06/2018,1A & 1B,1A & 1B,1169,State Representative, District 19,260190,Bobby Payne,REP,"660
"
33,UNI,11/06/2018,1A & 1B,1A & 1B,1169,State Representative, District 19,260190,Paul Still,DEM,"158
"
34,UNI,11/06/2018,1A & 1B,1A & 1B,1169,State Representative, District 19,260190,OverVotes, ,"0
"
35,UNI,11/06/2018,1A & 1B,1A & 1B,1169,State Representative, District 19,260190,UnderVotes, ,"15
"
36,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Circuit Judge," 8th Judicial Circuit, Group 8",550808,David Robertson,NOP,"566
"
37,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Circuit Judge," 8th Judicial Circuit, Group 8",550808,Gloria Walker,NOP,"208
"
38,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Circuit Judge," 8th Judicial Circuit, Group 8",550808,OverVotes, ,"0
"
39,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Circuit Judge," 8th Judicial Circuit, Group 8",550808,UnderVotes, ,"59
"
40,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Alan Lawson,Justice of the Supreme Court,500001,Yes,NOP,"463
"
41,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Alan Lawson,Justice of the Supreme Court,500001,No,NOP,"285
"
42,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Alan Lawson,Justice of the Supreme Court,500001,OverVotes, ,"1
"
43,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Alan Lawson,Justice of the Supreme Court,500001,UnderVotes, ,"84
"
44,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Harvey Jay,First District Court of Appeal,520101,Yes,NOP,"460
"
45,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Harvey Jay,First District Court of Appeal,520101,No,NOP,"288
"
46,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Harvey Jay,First District Court of Appeal,520101,OverVotes, ,"0
"
47,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Harvey Jay,First District Court of Appeal,520101,UnderVotes, ,"85
"
48,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Stephanie Ray,First District Court of Appeal,520102,Yes,NOP,"450
"
49,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Stephanie Ray,First District Court of Appeal,520102,No,NOP,"289
"
50,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Stephanie Ray,First District Court of Appeal,520102,OverVotes, ,"0
"
51,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Stephanie Ray,First District Court of Appeal,520102,UnderVotes, ,"94
"
52,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Brad Thomas,First District Court of Appeal,520103,Yes,NOP,"456
"
53,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Brad Thomas,First District Court of Appeal,520103,No,NOP,"287
"
54,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Brad Thomas,First District Court of Appeal,520103,OverVotes, ,"0
"
55,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Brad Thomas,First District Court of Appeal,520103,UnderVotes, ,"90
"
56,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Kemmerly Thomas,First District Court of Appeal,520104,Yes,NOP,"446
"
57,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Kemmerly Thomas,First District Court of Appeal,520104,No,NOP,"299
"
58,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Kemmerly Thomas,First District Court of Appeal,520104,OverVotes, ,"0
"
59,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Kemmerly Thomas,First District Court of Appeal,520104,UnderVotes, ,"88
"
60,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Allen Winsor,First District Court of Appeal,520105,Yes,NOP,"440
"
61,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Allen Winsor,First District Court of Appeal,520105,No,NOP,"305
"
62,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Allen Winsor,First District Court of Appeal,520105,OverVotes, ,"0
"
63,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Retention of Allen Winsor,First District Court of Appeal,520105,UnderVotes, ,"88
"
64,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,Yes for Approval,NOP,"480
"
65,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,No for Rejection,NOP,"330
"
66,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,OverVotes, ,"0
"
67,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,UnderVotes, ,"23
"
68,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,Yes for Approval,NOP,"578
"
69,UNI,11/06/2018,1A & 1B,1A & 1B,1169,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,No for Rejection,NOP,"221
"
