,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,VOL,11/06/2018,101,PCT 101,1006,United States Senator, ,120000,Rick Scott,REP,"462
"
1,VOL,11/06/2018,101,PCT 101,1006,United States Senator, ,120000,Bill Nelson,DEM,"184
"
2,VOL,11/06/2018,101,PCT 101,1006,United States Senator, ,120000,WriteinVotes, ,"0
"
3,VOL,11/06/2018,101,PCT 101,1006,United States Senator, ,120000,OverVotes, ,"0
"
4,VOL,11/06/2018,101,PCT 101,1006,United States Senator, ,120000,UnderVotes, ,"6
"
5,VOL,11/06/2018,101,PCT 101,1006,Representative in Congress, District 6,140060,Michael Waltz,REP,"453
"
6,VOL,11/06/2018,101,PCT 101,1006,Representative in Congress, District 6,140060,Nancy Soderberg,DEM,"191
"
7,VOL,11/06/2018,101,PCT 101,1006,Representative in Congress, District 6,140060,OverVotes, ,"0
"
8,VOL,11/06/2018,101,PCT 101,1006,Representative in Congress, District 6,140060,UnderVotes, ,"8
"
9,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,DeSantis / Nu̱ez,REP,"462
"
10,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,Gillum / King,DEM,"177
"
11,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,Richardson / Argenziano,REF,"4
"
12,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,Gibson / Wilds,NPA,"2
"
13,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,Foley / Tutton,NPA,"1
"
14,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,Stanley / McJury,NPA,"2
"
15,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,WriteinVotes, ,"1
"
16,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,OverVotes, ,"0
"
17,VOL,11/06/2018,101,PCT 101,1006,Governor, ,160000,UnderVotes, ,"3
"
18,VOL,11/06/2018,101,PCT 101,1006,Attorney General, ,160200,Ashley Moody,REP,"472
"
19,VOL,11/06/2018,101,PCT 101,1006,Attorney General, ,160200,Sean Shaw,DEM,"158
"
20,VOL,11/06/2018,101,PCT 101,1006,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"8
"
21,VOL,11/06/2018,101,PCT 101,1006,Attorney General, ,160200,OverVotes, ,"1
"
22,VOL,11/06/2018,101,PCT 101,1006,Attorney General, ,160200,UnderVotes, ,"13
"
23,VOL,11/06/2018,101,PCT 101,1006,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"468
"
24,VOL,11/06/2018,101,PCT 101,1006,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"171
"
25,VOL,11/06/2018,101,PCT 101,1006,Chief Financial Officer, ,160500,WriteinVotes, ,"0
"
26,VOL,11/06/2018,101,PCT 101,1006,Chief Financial Officer, ,160500,OverVotes, ,"0
"
27,VOL,11/06/2018,101,PCT 101,1006,Chief Financial Officer, ,160500,UnderVotes, ,"13
"
28,VOL,11/06/2018,101,PCT 101,1006,Commissioner of Agriculture, ,160800,Matt Caldwell,REP,"471
"
29,VOL,11/06/2018,101,PCT 101,1006,Commissioner of Agriculture, ,160800,"Nicole ""Nikki"" Fried",DEM,"170
"
30,VOL,11/06/2018,101,PCT 101,1006,Commissioner of Agriculture, ,160800,OverVotes, ,"0
"
31,VOL,11/06/2018,101,PCT 101,1006,Commissioner of Agriculture, ,160800,UnderVotes, ,"11
"
32,VOL,11/06/2018,101,PCT 101,1006,State Representative, District 24,260240,Paul Renner,REP,"448
"
33,VOL,11/06/2018,101,PCT 101,1006,State Representative, District 24,260240,Adam Morley,DEM,"179
"
34,VOL,11/06/2018,101,PCT 101,1006,State Representative, District 24,260240,OverVotes, ,"0
"
35,VOL,11/06/2018,101,PCT 101,1006,State Representative, District 24,260240,UnderVotes, ,"25
"
36,VOL,11/06/2018,101,PCT 101,1006,Retention of Alan Lawson,Justice of the Supreme Court,500001,Yes,NOP,"378
"
37,VOL,11/06/2018,101,PCT 101,1006,Retention of Alan Lawson,Justice of the Supreme Court,500001,No,NOP,"169
"
38,VOL,11/06/2018,101,PCT 101,1006,Retention of Alan Lawson,Justice of the Supreme Court,500001,OverVotes, ,"0
"
39,VOL,11/06/2018,101,PCT 101,1006,Retention of Alan Lawson,Justice of the Supreme Court,500001,UnderVotes, ,"105
"
40,VOL,11/06/2018,101,PCT 101,1006,Retention of Eric Eisnaugle,Fifth District Court of Appeal,520501,Yes,NOP,"343
"
41,VOL,11/06/2018,101,PCT 101,1006,Retention of Eric Eisnaugle,Fifth District Court of Appeal,520501,No,NOP,"203
"
42,VOL,11/06/2018,101,PCT 101,1006,Retention of Eric Eisnaugle,Fifth District Court of Appeal,520501,OverVotes, ,"0
"
43,VOL,11/06/2018,101,PCT 101,1006,Retention of Eric Eisnaugle,Fifth District Court of Appeal,520501,UnderVotes, ,"106
"
44,VOL,11/06/2018,101,PCT 101,1006,Circuit Judge," 7th Judicial Circuit, Group 15",550715,Linda L. Gaustad,NOP,"288
"
45,VOL,11/06/2018,101,PCT 101,1006,Circuit Judge," 7th Judicial Circuit, Group 15",550715,Ryan Will,NOP,"258
"
46,VOL,11/06/2018,101,PCT 101,1006,Circuit Judge," 7th Judicial Circuit, Group 15",550715,OverVotes, ,"1
"
