,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,SUW,11/06/2018,1,Recreation Center,2252,United States Senator, ,120000,Rick Scott,REP,"443
"
1,SUW,11/06/2018,1,Recreation Center,2252,United States Senator, ,120000,Bill Nelson,DEM,"754
"
2,SUW,11/06/2018,1,Recreation Center,2252,United States Senator, ,120000,WriteinVotes, ,"4
"
3,SUW,11/06/2018,1,Recreation Center,2252,United States Senator, ,120000,OverVotes, ,"0
"
4,SUW,11/06/2018,1,Recreation Center,2252,United States Senator, ,120000,UnderVotes, ,"3
"
5,SUW,11/06/2018,1,Recreation Center,2252,Representative in Congress, District 2,140020,Neal Dunn,REP,"470
"
6,SUW,11/06/2018,1,Recreation Center,2252,Representative in Congress, District 2,140020,Bob Rackleff,DEM,"706
"
7,SUW,11/06/2018,1,Recreation Center,2252,Representative in Congress, District 2,140020,OverVotes, ,"0
"
8,SUW,11/06/2018,1,Recreation Center,2252,Representative in Congress, District 2,140020,UnderVotes, ,"30
"
9,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,DeSantis / Nu̱ez,REP,"448
"
10,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,Gillum / King,DEM,"735
"
11,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,Richardson / Argenziano,REF,"2
"
12,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,Gibson / Wilds,NPA,"2
"
13,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,Foley / Tutton,NPA,"2
"
14,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,Stanley / McJury,NPA,"2
"
15,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,WriteinVotes, ,"0
"
16,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,OverVotes, ,"7
"
17,SUW,11/06/2018,1,Recreation Center,2252,Governor, ,160000,UnderVotes, ,"7
"
