,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,POL,11/06/2018,101,Precinct 101,2580,United States Senator, ,120000,Rick Scott,REP,"1003
"
1,POL,11/06/2018,101,Precinct 101,2580,United States Senator, ,120000,Bill Nelson,DEM,"324
"
2,POL,11/06/2018,101,Precinct 101,2580,United States Senator, ,120000,WriteinVotes, ,"5
"
3,POL,11/06/2018,101,Precinct 101,2580,United States Senator, ,120000,OverVotes, ,"0
"
4,POL,11/06/2018,101,Precinct 101,2580,United States Senator, ,120000,UnderVotes, ,"15
"
5,POL,11/06/2018,101,Precinct 101,2580,Representative in Congress, District 15,140150,Ross Spano,REP,"963
"
6,POL,11/06/2018,101,Precinct 101,2580,Representative in Congress, District 15,140150,Kristen Carlson,DEM,"336
"
7,POL,11/06/2018,101,Precinct 101,2580,Representative in Congress, District 15,140150,WriteinVotes, ,"7
"
8,POL,11/06/2018,101,Precinct 101,2580,Representative in Congress, District 15,140150,OverVotes, ,"1
"
9,POL,11/06/2018,101,Precinct 101,2580,Representative in Congress, District 15,140150,UnderVotes, ,"40
"
10,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,DeSantis / Nu̱ez,REP,"1011
"
11,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,Gillum / King,DEM,"280
"
12,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,Richardson / Argenziano,REF,"11
"
13,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,Gibson / Wilds,NPA,"10
"
14,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,Foley / Tutton,NPA,"3
"
15,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,Stanley / McJury,NPA,"8
"
16,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,WriteinVotes, ,"3
"
17,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,OverVotes, ,"7
"
18,POL,11/06/2018,101,Precinct 101,2580,Governor, ,160000,UnderVotes, ,"14
"
19,POL,11/06/2018,101,Precinct 101,2580,Attorney General, ,160200,Ashley Moody,REP,"1047
"
20,POL,11/06/2018,101,Precinct 101,2580,Attorney General, ,160200,Sean Shaw,DEM,"247
"
21,POL,11/06/2018,101,Precinct 101,2580,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"26
"
22,POL,11/06/2018,101,Precinct 101,2580,Attorney General, ,160200,OverVotes, ,"1
"
23,POL,11/06/2018,101,Precinct 101,2580,Attorney General, ,160200,UnderVotes, ,"26
"
24,POL,11/06/2018,101,Precinct 101,2580,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"1006
"
25,POL,11/06/2018,101,Precinct 101,2580,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"292
"
26,POL,11/06/2018,101,Precinct 101,2580,Chief Financial Officer, ,160500,WriteinVotes, ,"2
"
