,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,United States Senator, ,120000,Rick Scott,REP,"617
"
1,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,United States Senator, ,120000,Bill Nelson,DEM,"279
"
2,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,United States Senator, ,120000,WriteinVotes, ,"7
"
3,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,United States Senator, ,120000,OverVotes, ,"1
"
4,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,United States Senator, ,120000,UnderVotes, ,"7
"
5,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Representative in Congress, District 11,140110,Daniel Webster,REP,"626
"
6,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Representative in Congress, District 11,140110,Dana Cottrell,DEM,"274
"
7,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Representative in Congress, District 11,140110,WriteinVotes, ,"1
"
8,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Representative in Congress, District 11,140110,OverVotes, ,"0
"
9,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Representative in Congress, District 11,140110,UnderVotes, ,"10
"
10,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,DeSantis / Nu̱ez,REP,"640
"
11,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,Gillum / King,DEM,"249
"
12,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,Richardson / Argenziano,REF,"6
"
13,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,Gibson / Wilds,NPA,"3
"
14,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,Foley / Tutton,NPA,"2
"
15,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,Stanley / McJury,NPA,"4
"
16,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,WriteinVotes, ,"3
"
17,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,OverVotes, ,"1
"
18,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Governor, ,160000,UnderVotes, ,"3
"
19,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Attorney General, ,160200,Ashley Moody,REP,"669
"
20,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Attorney General, ,160200,Sean Shaw,DEM,"209
"
21,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"24
"
22,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Attorney General, ,160200,OverVotes, ,"0
"
23,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Attorney General, ,160200,UnderVotes, ,"9
"
24,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"649
"
25,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"246
"
26,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Chief Financial Officer, ,160500,WriteinVotes, ,"1
"
27,HER,11/06/2018,001,TRI-COUNTY COMMUNITY CENTER,1445,Chief Financial Officer, ,160500,OverVotes, ,"0
"
