,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,HAM,11/06/2018,1,Jennings City Hall,592,United States Senator, ,120000,Rick Scott,REP,"183
"
1,HAM,11/06/2018,1,Jennings City Hall,592,United States Senator, ,120000,Bill Nelson,DEM,"118
"
2,HAM,11/06/2018,1,Jennings City Hall,592,United States Senator, ,120000,WriteinVotes, ,"2
"
3,HAM,11/06/2018,1,Jennings City Hall,592,United States Senator, ,120000,OverVotes, ,"0
"
4,HAM,11/06/2018,1,Jennings City Hall,592,United States Senator, ,120000,UnderVotes, ,"7
"
5,HAM,11/06/2018,1,Jennings City Hall,592,Representative in Congress, District 5,140050,Virginia Fuller,REP,"176
"
6,HAM,11/06/2018,1,Jennings City Hall,592,Representative in Congress, District 5,140050,Al Lawson,DEM,"130
"
7,HAM,11/06/2018,1,Jennings City Hall,592,Representative in Congress, District 5,140050,OverVotes, ,"0
"
8,HAM,11/06/2018,1,Jennings City Hall,592,Representative in Congress, District 5,140050,UnderVotes, ,"4
"
9,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,DeSantis / Nu̱ez,REP,"190
"
10,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,Gillum / King,DEM,"110
"
11,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,Richardson / Argenziano,REF,"2
"
12,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,Gibson / Wilds,NPA,"3
"
13,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,Foley / Tutton,NPA,"2
"
14,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,Stanley / McJury,NPA,"0
"
15,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,WriteinVotes, ,"1
"
16,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,OverVotes, ,"0
"
17,HAM,11/06/2018,1,Jennings City Hall,592,Governor, ,160000,UnderVotes, ,"2
"
18,HAM,11/06/2018,1,Jennings City Hall,592,Attorney General, ,160200,Ashley Moody,REP,"190
"
19,HAM,11/06/2018,1,Jennings City Hall,592,Attorney General, ,160200,Sean Shaw,DEM,"107
"
20,HAM,11/06/2018,1,Jennings City Hall,592,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"4
"
21,HAM,11/06/2018,1,Jennings City Hall,592,Attorney General, ,160200,OverVotes, ,"0
"
22,HAM,11/06/2018,1,Jennings City Hall,592,Attorney General, ,160200,UnderVotes, ,"9
"
23,HAM,11/06/2018,1,Jennings City Hall,592,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"183
"
24,HAM,11/06/2018,1,Jennings City Hall,592,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"115
"
25,HAM,11/06/2018,1,Jennings City Hall,592,Chief Financial Officer, ,160500,WriteinVotes, ,"0
"
26,HAM,11/06/2018,1,Jennings City Hall,592,Chief Financial Officer, ,160500,OverVotes, ,"0
"
27,HAM,11/06/2018,1,Jennings City Hall,592,Chief Financial Officer, ,160500,UnderVotes, ,"12
"
28,HAM,11/06/2018,1,Jennings City Hall,592,Commissioner of Agriculture, ,160800,Matt Caldwell,REP,"188
"
29,HAM,11/06/2018,1,Jennings City Hall,592,Commissioner of Agriculture, ,160800,"Nicole ""Nikki"" Fried",DEM,"116
"
30,HAM,11/06/2018,1,Jennings City Hall,592,Commissioner of Agriculture, ,160800,OverVotes, ,"0
"
31,HAM,11/06/2018,1,Jennings City Hall,592,Commissioner of Agriculture, ,160800,UnderVotes, ,"6
"
32,HAM,11/06/2018,1,Jennings City Hall,592,State Representative, District 10,260100,Chuck Brannan,REP,"187
"
33,HAM,11/06/2018,1,Jennings City Hall,592,State Representative, District 10,260100,Ronald W. Williams II,DEM,"112
"
34,HAM,11/06/2018,1,Jennings City Hall,592,State Representative, District 10,260100,Fred S. Martin,NPA,"2
"
35,HAM,11/06/2018,1,Jennings City Hall,592,State Representative, District 10,260100,Merrillee Malwitz Jipson,NPA,"3
"
36,HAM,11/06/2018,1,Jennings City Hall,592,State Representative, District 10,260100,OverVotes, ,"0
"
37,HAM,11/06/2018,1,Jennings City Hall,592,State Representative, District 10,260100,UnderVotes, ,"6
"
38,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Alan Lawson,Justice of the Supreme Court,500001,Yes,NOP,"174
"
39,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Alan Lawson,Justice of the Supreme Court,500001,No,NOP,"108
"
40,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Alan Lawson,Justice of the Supreme Court,500001,OverVotes, ,"0
"
41,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Alan Lawson,Justice of the Supreme Court,500001,UnderVotes, ,"28
"
42,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Harvey Jay,First District Court of Appeal,520101,Yes,NOP,"172
"
43,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Harvey Jay,First District Court of Appeal,520101,No,NOP,"104
"
44,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Harvey Jay,First District Court of Appeal,520101,OverVotes, ,"0
"
45,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Harvey Jay,First District Court of Appeal,520101,UnderVotes, ,"34
"
46,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Stephanie Ray,First District Court of Appeal,520102,Yes,NOP,"172
"
47,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Stephanie Ray,First District Court of Appeal,520102,No,NOP,"107
"
48,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Stephanie Ray,First District Court of Appeal,520102,OverVotes, ,"0
"
49,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Stephanie Ray,First District Court of Appeal,520102,UnderVotes, ,"31
"
50,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Brad Thomas,First District Court of Appeal,520103,Yes,NOP,"163
"
51,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Brad Thomas,First District Court of Appeal,520103,No,NOP,"116
"
52,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Brad Thomas,First District Court of Appeal,520103,OverVotes, ,"0
"
53,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Brad Thomas,First District Court of Appeal,520103,UnderVotes, ,"31
"
54,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Kemmerly Thomas,First District Court of Appeal,520104,Yes,NOP,"168
"
55,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Kemmerly Thomas,First District Court of Appeal,520104,No,NOP,"114
"
56,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Kemmerly Thomas,First District Court of Appeal,520104,OverVotes, ,"0
"
57,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Kemmerly Thomas,First District Court of Appeal,520104,UnderVotes, ,"28
"
58,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Allen Winsor,First District Court of Appeal,520105,Yes,NOP,"167
"
59,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Allen Winsor,First District Court of Appeal,520105,No,NOP,"109
"
60,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Allen Winsor,First District Court of Appeal,520105,OverVotes, ,"1
"
61,HAM,11/06/2018,1,Jennings City Hall,592,Retention of Allen Winsor,First District Court of Appeal,520105,UnderVotes, ,"33
"
62,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,Yes for Approval,NOP,"145
"
63,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,No for Rejection,NOP,"155
"
64,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,OverVotes, ,"1
"
65,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,UnderVotes, ,"9
"
66,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,Yes for Approval,NOP,"206
"
67,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,No for Rejection,NOP,"94
"
68,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,OverVotes, ,"0
"
69,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,UnderVotes, ,"10
"
70,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 3: Voter Control of Gambling in Florida, ,900003,Yes for Approval,NOP,"196
"
71,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 3: Voter Control of Gambling in Florida, ,900003,No for Rejection,NOP,"96
"
72,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 3: Voter Control of Gambling in Florida, ,900003,OverVotes, ,"0
"
73,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 3: Voter Control of Gambling in Florida, ,900003,UnderVotes, ,"18
"
74,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 4: Voting Restoration Amendment, ,900004,Yes for Approval,NOP,"171
"
75,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 4: Voting Restoration Amendment, ,900004,No for Rejection,NOP,"122
"
76,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 4: Voting Restoration Amendment, ,900004,OverVotes, ,"0
"
77,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 4: Voting Restoration Amendment, ,900004,UnderVotes, ,"17
"
78,HAM,11/06/2018,1,Jennings City Hall,592,"Amendment No. 5: Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees"," Authorize, or Raise State Taxes or Fees",900005,Yes for Approval,NOP,"177
"
79,HAM,11/06/2018,1,Jennings City Hall,592,"Amendment No. 5: Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees"," Authorize, or Raise State Taxes or Fees",900005,No for Rejection,NOP,"111
"
80,HAM,11/06/2018,1,Jennings City Hall,592,"Amendment No. 5: Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees"," Authorize, or Raise State Taxes or Fees",900005,OverVotes, ,"1
"
81,HAM,11/06/2018,1,Jennings City Hall,592,"Amendment No. 5: Supermajority Vote Required to Impose, Authorize, or Raise State Taxes or Fees"," Authorize, or Raise State Taxes or Fees",900005,UnderVotes, ,"21
"
82,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 6: Rights of Crime Victims; Judges, ,900006,Yes for Approval,NOP,"186
"
83,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 6: Rights of Crime Victims; Judges, ,900006,No for Rejection,NOP,"100
"
84,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 6: Rights of Crime Victims; Judges, ,900006,OverVotes, ,"0
"
85,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 6: Rights of Crime Victims; Judges, ,900006,UnderVotes, ,"24
"
86,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 7: First Responder and Military Member Survivor Benefits; Public Colleges and Universities, ,900007,Yes for Approval,NOP,"189
"
87,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 7: First Responder and Military Member Survivor Benefits; Public Colleges and Universities, ,900007,No for Rejection,NOP,"97
"
88,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 7: First Responder and Military Member Survivor Benefits; Public Colleges and Universities, ,900007,OverVotes, ,"0
"
89,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 7: First Responder and Military Member Survivor Benefits; Public Colleges and Universities, ,900007,UnderVotes, ,"24
"
90,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 9: Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces, ,900009,Yes for Approval,NOP,"152
"
91,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 9: Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces, ,900009,No for Rejection,NOP,"136
"
92,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 9: Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces, ,900009,OverVotes, ,"0
"
93,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 9: Prohibits Offshore Oil and Gas Drilling; Prohibits Vaping in Enclosed Indoor Workplaces, ,900009,UnderVotes, ,"22
"
94,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 10: State and Local Government Structure and Operation, ,900010,Yes for Approval,NOP,"185
"
95,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 10: State and Local Government Structure and Operation, ,900010,No for Rejection,NOP,"99
"
96,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 10: State and Local Government Structure and Operation, ,900010,OverVotes, ,"0
"
97,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 10: State and Local Government Structure and Operation, ,900010,UnderVotes, ,"26
"
98,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 11: Property Rights; Removal of Obsolete Provision; Criminal Statutes, ,900011,Yes for Approval,NOP,"167
"
99,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 11: Property Rights; Removal of Obsolete Provision; Criminal Statutes, ,900011,No for Rejection,NOP,"117
"
100,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 11: Property Rights; Removal of Obsolete Provision; Criminal Statutes, ,900011,OverVotes, ,"0
"
101,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 11: Property Rights; Removal of Obsolete Provision; Criminal Statutes, ,900011,UnderVotes, ,"26
"
102,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 12: Lobbying and Abuse of Office by Public Officers, ,900012,Yes for Approval,NOP,"206
"
103,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 12: Lobbying and Abuse of Office by Public Officers, ,900012,No for Rejection,NOP,"76
"
104,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 12: Lobbying and Abuse of Office by Public Officers, ,900012,OverVotes, ,"0
"
105,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 12: Lobbying and Abuse of Office by Public Officers, ,900012,UnderVotes, ,"28
"
106,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 13: Ends Dog Racing, ,900013,Yes for Approval,NOP,"147
"
107,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 13: Ends Dog Racing, ,900013,No for Rejection,NOP,"145
"
108,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 13: Ends Dog Racing, ,900013,OverVotes, ,"0
"
109,HAM,11/06/2018,1,Jennings City Hall,592,Amendment No. 13: Ends Dog Racing, ,900013,UnderVotes, ,"18
"
110,HAM,11/06/2018,2,Jasper Courthouse,1307,United States Senator, ,120000,Rick Scott,REP,"227
"
111,HAM,11/06/2018,2,Jasper Courthouse,1307,United States Senator, ,120000,Bill Nelson,DEM,"504
"
112,HAM,11/06/2018,2,Jasper Courthouse,1307,United States Senator, ,120000,WriteinVotes, ,"3
"
113,HAM,11/06/2018,2,Jasper Courthouse,1307,United States Senator, ,120000,OverVotes, ,"0
"
114,HAM,11/06/2018,2,Jasper Courthouse,1307,United States Senator, ,120000,UnderVotes, ,"7
"
115,HAM,11/06/2018,2,Jasper Courthouse,1307,Representative in Congress, District 5,140050,Virginia Fuller,REP,"216
"
116,HAM,11/06/2018,2,Jasper Courthouse,1307,Representative in Congress, District 5,140050,Al Lawson,DEM,"515
"
117,HAM,11/06/2018,2,Jasper Courthouse,1307,Representative in Congress, District 5,140050,OverVotes, ,"0
"
118,HAM,11/06/2018,2,Jasper Courthouse,1307,Representative in Congress, District 5,140050,UnderVotes, ,"10
"
