,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,JAC,11/06/2018,1,Malone City Hall,1725,United States Senator, ,120000,Rick Scott,REP,"567
"
1,JAC,11/06/2018,1,Malone City Hall,1725,United States Senator, ,120000,Bill Nelson,DEM,"329
"
2,JAC,11/06/2018,1,Malone City Hall,1725,United States Senator, ,120000,WriteinVotes, ,"2
"
3,JAC,11/06/2018,1,Malone City Hall,1725,United States Senator, ,120000,OverVotes, ,"0
"
4,JAC,11/06/2018,1,Malone City Hall,1725,United States Senator, ,120000,UnderVotes, ,"4
"
5,JAC,11/06/2018,1,Malone City Hall,1725,Representative in Congress, District 2,140020,Neal Dunn,REP,"575
"
6,JAC,11/06/2018,1,Malone City Hall,1725,Representative in Congress, District 2,140020,Bob Rackleff,DEM,"311
"
7,JAC,11/06/2018,1,Malone City Hall,1725,Representative in Congress, District 2,140020,OverVotes, ,"0
"
8,JAC,11/06/2018,1,Malone City Hall,1725,Representative in Congress, District 2,140020,UnderVotes, ,"16
"
9,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,DeSantis / Nu̱ez,REP,"562
"
10,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,Gillum / King,DEM,"320
"
11,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,Richardson / Argenziano,REF,"5
"
12,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,Gibson / Wilds,NPA,"2
"
13,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,Foley / Tutton,NPA,"2
"
14,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,Stanley / McJury,NPA,"1
"
15,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,WriteinVotes, ,"0
"
16,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,OverVotes, ,"6
"
17,JAC,11/06/2018,1,Malone City Hall,1725,Governor, ,160000,UnderVotes, ,"4
"
18,JAC,11/06/2018,1,Malone City Hall,1725,Attorney General, ,160200,Ashley Moody,REP,"567
"
19,JAC,11/06/2018,1,Malone City Hall,1725,Attorney General, ,160200,Sean Shaw,DEM,"319
"
20,JAC,11/06/2018,1,Malone City Hall,1725,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"6
"
21,JAC,11/06/2018,1,Malone City Hall,1725,Attorney General, ,160200,OverVotes, ,"0
"
22,JAC,11/06/2018,1,Malone City Hall,1725,Attorney General, ,160200,UnderVotes, ,"10
"
23,JAC,11/06/2018,1,Malone City Hall,1725,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"574
"
24,JAC,11/06/2018,1,Malone City Hall,1725,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"316
"
25,JAC,11/06/2018,1,Malone City Hall,1725,Chief Financial Officer, ,160500,WriteinVotes, ,"0
"
26,JAC,11/06/2018,1,Malone City Hall,1725,Chief Financial Officer, ,160500,OverVotes, ,"1
"
27,JAC,11/06/2018,1,Malone City Hall,1725,Chief Financial Officer, ,160500,UnderVotes, ,"11
"
28,JAC,11/06/2018,1,Malone City Hall,1725,Commissioner of Agriculture, ,160800,Matt Caldwell,REP,"564
"
29,JAC,11/06/2018,1,Malone City Hall,1725,Commissioner of Agriculture, ,160800,"Nicole ""Nikki"" Fried",DEM,"329
"
30,JAC,11/06/2018,1,Malone City Hall,1725,Commissioner of Agriculture, ,160800,OverVotes, ,"0
"
31,JAC,11/06/2018,1,Malone City Hall,1725,Commissioner of Agriculture, ,160800,UnderVotes, ,"9
"
32,JAC,11/06/2018,1,Malone City Hall,1725,State Senator, District 2,240020,George B. Gainer,REP,"571
"
33,JAC,11/06/2018,1,Malone City Hall,1725,State Senator, District 2,240020,"Mary Jeanne ""Gigi"" Gibson",DEM,"308
"
34,JAC,11/06/2018,1,Malone City Hall,1725,State Senator, District 2,240020,OverVotes, ,"0
"
35,JAC,11/06/2018,1,Malone City Hall,1725,State Senator, District 2,240020,UnderVotes, ,"23
"
36,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Alan Lawson,Justice of the Supreme Court,500001,Yes,NOP,"539
"
37,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Alan Lawson,Justice of the Supreme Court,500001,No,NOP,"295
"
38,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Alan Lawson,Justice of the Supreme Court,500001,OverVotes, ,"2
"
39,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Alan Lawson,Justice of the Supreme Court,500001,UnderVotes, ,"66
"
40,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Harvey Jay,First District Court of Appeal,520101,Yes,NOP,"513
"
41,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Harvey Jay,First District Court of Appeal,520101,No,NOP,"325
"
42,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Harvey Jay,First District Court of Appeal,520101,OverVotes, ,"0
"
43,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Harvey Jay,First District Court of Appeal,520101,UnderVotes, ,"64
"
44,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Stephanie Ray,First District Court of Appeal,520102,Yes,NOP,"509
"
45,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Stephanie Ray,First District Court of Appeal,520102,No,NOP,"310
"
46,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Stephanie Ray,First District Court of Appeal,520102,OverVotes, ,"0
"
47,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Stephanie Ray,First District Court of Appeal,520102,UnderVotes, ,"83
"
48,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Brad Thomas,First District Court of Appeal,520103,Yes,NOP,"490
"
49,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Brad Thomas,First District Court of Appeal,520103,No,NOP,"326
"
50,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Brad Thomas,First District Court of Appeal,520103,OverVotes, ,"0
"
51,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Brad Thomas,First District Court of Appeal,520103,UnderVotes, ,"86
"
52,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Kemmerly Thomas,First District Court of Appeal,520104,Yes,NOP,"502
"
53,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Kemmerly Thomas,First District Court of Appeal,520104,No,NOP,"322
"
54,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Kemmerly Thomas,First District Court of Appeal,520104,OverVotes, ,"0
"
55,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Kemmerly Thomas,First District Court of Appeal,520104,UnderVotes, ,"78
"
56,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Allen Winsor,First District Court of Appeal,520105,Yes,NOP,"507
"
57,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Allen Winsor,First District Court of Appeal,520105,No,NOP,"325
"
58,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Allen Winsor,First District Court of Appeal,520105,OverVotes, ,"0
"
59,JAC,11/06/2018,1,Malone City Hall,1725,Retention of Allen Winsor,First District Court of Appeal,520105,UnderVotes, ,"70
"
60,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,Yes for Approval,NOP,"499
"
61,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,No for Rejection,NOP,"382
"
62,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,OverVotes, ,"0
"
63,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 1: Increased Homestead Property Tax Exemption, ,900001,UnderVotes, ,"21
"
64,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,Yes for Approval,NOP,"586
"
65,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,No for Rejection,NOP,"288
"
66,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,OverVotes, ,"0
"
67,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 2: Limitations on Property Tax Assessments, ,900002,UnderVotes, ,"28
"
68,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 3: Voter Control of Gambling in Florida, ,900003,Yes for Approval,NOP,"684
"
69,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 3: Voter Control of Gambling in Florida, ,900003,No for Rejection,NOP,"198
"
70,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 3: Voter Control of Gambling in Florida, ,900003,OverVotes, ,"2
"
71,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 3: Voter Control of Gambling in Florida, ,900003,UnderVotes, ,"18
"
72,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 4: Voting Restoration Amendment, ,900004,Yes for Approval,NOP,"543
"
73,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 4: Voting Restoration Amendment, ,900004,No for Rejection,NOP,"338
"
74,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 4: Voting Restoration Amendment, ,900004,OverVotes, ,"0
"
75,JAC,11/06/2018,1,Malone City Hall,1725,Amendment No. 4: Voting Restoration Amendment, ,900004,UnderVotes, ,"21
"
