,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,United States Senator, ,120000,Rick Scott,REP,"237
"
1,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,United States Senator, ,120000,Bill Nelson,DEM,"231
"
2,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,United States Senator, ,120000,WriteinVotes, ,"2
"
3,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,United States Senator, ,120000,OverVotes, ,"1
"
4,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,United States Senator, ,120000,UnderVotes, ,"1
"
5,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Representative in Congress, District 9,140090,Wayne Liebnitzky,REP,"231
"
6,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Representative in Congress, District 9,140090,Darren Soto,DEM,"231
"
7,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Representative in Congress, District 9,140090,OverVotes, ,"0
"
8,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Representative in Congress, District 9,140090,UnderVotes, ,"10
"
9,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,DeSantis / Nu̱ez,REP,"235
"
10,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,Gillum / King,DEM,"223
"
11,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,Richardson / Argenziano,REF,"4
"
12,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,Gibson / Wilds,NPA,"5
"
13,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,Foley / Tutton,NPA,"1
"
14,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,Stanley / McJury,NPA,"1
"
15,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,WriteinVotes, ,"0
"
16,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,OverVotes, ,"1
"
17,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Governor, ,160000,UnderVotes, ,"2
"
18,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Attorney General, ,160200,Ashley Moody,REP,"255
"
19,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Attorney General, ,160200,Sean Shaw,DEM,"199
"
20,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"7
"
21,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Attorney General, ,160200,OverVotes, ,"0
"
22,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Attorney General, ,160200,UnderVotes, ,"11
"
23,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"245
"
24,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"213
"
25,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Chief Financial Officer, ,160500,WriteinVotes, ,"1
"
26,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Chief Financial Officer, ,160500,OverVotes, ,"0
"
27,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Chief Financial Officer, ,160500,UnderVotes, ,"13
"
28,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Commissioner of Agriculture, ,160800,Matt Caldwell,REP,"239
"
29,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Commissioner of Agriculture, ,160800,"Nicole ""Nikki"" Fried",DEM,"219
"
30,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Commissioner of Agriculture, ,160800,OverVotes, ,"0
"
31,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Commissioner of Agriculture, ,160800,UnderVotes, ,"14
"
32,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,State Representative, District 39,260390,Josie Tomkow,REP,"242
"
33,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,State Representative, District 39,260390,Ricky Shirah,DEM,"217
"
34,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,State Representative, District 39,260390,OverVotes, ,"0
"
35,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,State Representative, District 39,260390,UnderVotes, ,"13
"
36,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Retention of Alan Lawson,Justice of the Supreme Court,500001,Yes,NOP,"295
"
37,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Retention of Alan Lawson,Justice of the Supreme Court,500001,No,NOP,"132
"
38,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Retention of Alan Lawson,Justice of the Supreme Court,500001,OverVotes, ,"0
"
39,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Retention of Alan Lawson,Justice of the Supreme Court,500001,UnderVotes, ,"45
"
40,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Retention of Eric Eisnaugle,Fifth District Court of Appeal,520501,Yes,NOP,"250
"
41,OSC,11/06/2018,100,100 - FIRE STATION 73-REUNION,775,Retention of Eric Eisnaugle,Fifth District Court of Appeal,520501,No,NOP,"172
"
