,County Code,Election Date,Unique PCT Identifier,Precinct Polling Location,Total Registered,Contest Name,District,Contest Code,Candidate,Party,Vote Total
0,OKA,11/06/2018,1,01,2350,United States Senator, ,120000,Rick Scott,REP,"1481
"
1,OKA,11/06/2018,1,01,2350,United States Senator, ,120000,Bill Nelson,DEM,"192
"
2,OKA,11/06/2018,1,01,2350,United States Senator, ,120000,WriteinVotes, ,"9
"
3,OKA,11/06/2018,1,01,2350,United States Senator, ,120000,OverVotes, ,"0
"
4,OKA,11/06/2018,1,01,2350,United States Senator, ,120000,UnderVotes, ,"9
"
5,OKA,11/06/2018,1,01,2350,Representative in Congress, District 1,140010,Matt Gaetz,REP,"1463
"
6,OKA,11/06/2018,1,01,2350,Representative in Congress, District 1,140010,Jennifer M. Zimmerman,DEM,"213
"
7,OKA,11/06/2018,1,01,2350,Representative in Congress, District 1,140010,OverVotes, ,"0
"
8,OKA,11/06/2018,1,01,2350,Representative in Congress, District 1,140010,UnderVotes, ,"15
"
9,OKA,11/06/2018,1,01,2350,Governor, ,160000,DeSantis / Nu̱ez,REP,"1467
"
10,OKA,11/06/2018,1,01,2350,Governor, ,160000,Gillum / King,DEM,"188
"
11,OKA,11/06/2018,1,01,2350,Governor, ,160000,Richardson / Argenziano,REF,"17
"
12,OKA,11/06/2018,1,01,2350,Governor, ,160000,Gibson / Wilds,NPA,"3
"
13,OKA,11/06/2018,1,01,2350,Governor, ,160000,Foley / Tutton,NPA,"2
"
14,OKA,11/06/2018,1,01,2350,Governor, ,160000,Stanley / McJury,NPA,"4
"
15,OKA,11/06/2018,1,01,2350,Governor, ,160000,WriteinVotes, ,"1
"
16,OKA,11/06/2018,1,01,2350,Governor, ,160000,OverVotes, ,"3
"
17,OKA,11/06/2018,1,01,2350,Governor, ,160000,UnderVotes, ,"6
"
18,OKA,11/06/2018,1,01,2350,Attorney General, ,160200,Ashley Moody,REP,"1479
"
19,OKA,11/06/2018,1,01,2350,Attorney General, ,160200,Sean Shaw,DEM,"175
"
20,OKA,11/06/2018,1,01,2350,Attorney General, ,160200,Jeffrey Marc Siskind,NPA,"18
"
21,OKA,11/06/2018,1,01,2350,Attorney General, ,160200,OverVotes, ,"1
"
22,OKA,11/06/2018,1,01,2350,Attorney General, ,160200,UnderVotes, ,"18
"
23,OKA,11/06/2018,1,01,2350,Chief Financial Officer, ,160500,Jimmy Patronis,REP,"1473
"
24,OKA,11/06/2018,1,01,2350,Chief Financial Officer, ,160500,Jeremy Ring,DEM,"188
"
25,OKA,11/06/2018,1,01,2350,Chief Financial Officer, ,160500,WriteinVotes, ,"3
"
26,OKA,11/06/2018,1,01,2350,Chief Financial Officer, ,160500,OverVotes, ,"0
"
27,OKA,11/06/2018,1,01,2350,Chief Financial Officer, ,160500,UnderVotes, ,"27
"
28,OKA,11/06/2018,1,01,2350,Commissioner of Agriculture, ,160800,Matt Caldwell,REP,"1477
"
29,OKA,11/06/2018,1,01,2350,Commissioner of Agriculture, ,160800,"Nicole ""Nikki"" Fried",DEM,"195
"
30,OKA,11/06/2018,1,01,2350,Commissioner of Agriculture, ,160800,OverVotes, ,"0
"
31,OKA,11/06/2018,1,01,2350,Commissioner of Agriculture, ,160800,UnderVotes, ,"19
"
32,OKA,11/06/2018,1,01,2350,State Senator, District 2,240020,George B. Gainer,REP,"1440
"
33,OKA,11/06/2018,1,01,2350,State Senator, District 2,240020,"Mary Jeanne ""Gigi"" Gibson",DEM,"194
"
34,OKA,11/06/2018,1,01,2350,State Senator, District 2,240020,OverVotes, ,"0
"
35,OKA,11/06/2018,1,01,2350,State Senator, District 2,240020,UnderVotes, ,"57
"
36,OKA,11/06/2018,1,01,2350,State Representative, District 3,260030,Jayer Williamson,REP,"1458
"
37,OKA,11/06/2018,1,01,2350,State Representative, District 3,260030,Bobbi Osborne,NPA,"165
"
38,OKA,11/06/2018,1,01,2350,State Representative, District 3,260030,OverVotes, ,"0
"
39,OKA,11/06/2018,1,01,2350,State Representative, District 3,260030,UnderVotes, ,"68
"
40,OKA,11/06/2018,1,01,2350,Retention of Alan Lawson,Justice of the Supreme Court,500001,Yes,NOP,"979
"
41,OKA,11/06/2018,1,01,2350,Retention of Alan Lawson,Justice of the Supreme Court,500001,No,NOP,"520
"
42,OKA,11/06/2018,1,01,2350,Retention of Alan Lawson,Justice of the Supreme Court,500001,OverVotes, ,"2
"
43,OKA,11/06/2018,1,01,2350,Retention of Alan Lawson,Justice of the Supreme Court,500001,UnderVotes, ,"190
"
44,OKA,11/06/2018,1,01,2350,Retention of Harvey Jay,First District Court of Appeal,520101,Yes,NOP,"975
"
45,OKA,11/06/2018,1,01,2350,Retention of Harvey Jay,First District Court of Appeal,520101,No,NOP,"533
"
46,OKA,11/06/2018,1,01,2350,Retention of Harvey Jay,First District Court of Appeal,520101,OverVotes, ,"3
"
47,OKA,11/06/2018,1,01,2350,Retention of Harvey Jay,First District Court of Appeal,520101,UnderVotes, ,"180
"
48,OKA,11/06/2018,1,01,2350,Retention of Stephanie Ray,First District Court of Appeal,520102,Yes,NOP,"969
"
49,OKA,11/06/2018,1,01,2350,Retention of Stephanie Ray,First District Court of Appeal,520102,No,NOP,"536
"
50,OKA,11/06/2018,1,01,2350,Retention of Stephanie Ray,First District Court of Appeal,520102,OverVotes, ,"2
"
